merchant_id,industry,monthly_volume,days_to_ship,is_disputed,chargeback_amount
731,Services,97069.4,19,0,0.00
732,Travel,37453.39,4,0,0.00
733,Retail,78053.01,4,0,0.00
734,Travel,81412.15,11,0,0.00
735,Services,74305.92,2,0,0.00
736,Services,62491.2,11,1,3124.56
737,Services,22821.61,27,0,0.00
738,Travel,94956.98,16,0,0.00
739,Travel,7710.5,18,0,0.00
740,SaaS,38451.18,20,0,0.00
741,Services,8316.8,5,0,0.00
742,SaaS,84766.52,29,0,0.00
743,Travel,30526.74,20,0,0.00
744,Services,51540.03,3,0,0.00
745,Retail,43692.37,6,0,0.00
746,SaaS,45090.05,5,0,0.00
747,Retail,53989.11,26,0,0.00
748,Services,44095.6,23,1,2204.78
749,SaaS,70687.53,17,0,0.00
750,Services,94496.12,1,0,0.00
751,Travel,15278.9,23,1,763.95
752,Retail,67330.18,13,0,0.00
753,Travel,70737.87,2,0,0.00
754,Services,21894.64,25,0,0.00
755,SaaS,26201.4,2,0,0.00
756,SaaS,51135.67,3,0,0.00
757,Retail,99709.24,14,0,0.00
758,SaaS,97965.14,10,0,0.00
759,Retail,25221.58,1,1,1261.08
760,Travel,69421.95,4,0,0.00
761,Travel,94794.65,23,1,4739.73
762,Retail,62841.05,30,1,3142.05
763,SaaS,79424.14,22,0,0.00
764,Retail,60962.55,21,0,0.00
765,Travel,78089.05,5,0,0.00
766,SaaS,65401.29,17,0,0.00
767,Retail,38560.56,27,0,0.00
768,Retail,11551.98,29,0,0.00
769,Retail,34786.53,23,0,0.00
770,Retail,62147.98,10,1,3107.40
771,Retail,61390.31,14,0,0.00
772,Travel,13535.76,20,0,0.00
773,Services,71632.41,7,0,0.00
774,SaaS,18763.78,21,0,0.00
775,SaaS,19075.59,30,0,0.00
776,Travel,44736.94,15,0,0.00
777,Retail,24896.79,18,0,0.00
778,Travel,88206.5,28,1,4410.33
779,Services,65942.57,5,0,0.00
780,SaaS,39824.64,19,0,0.00
781,SaaS,79682.36,29,0,0.00
782,Services,66820.08,11,0,0.00
783,Retail,70450.36,9,0,0.00
784,Services,90697.21,16,0,0.00
785,Travel,56816.41,5,0,0.00
786,Travel,48053.38,28,1,2402.67
787,Services,32266.73,24,0,0.00
788,Retail,75754.58,3,0,0.00
789,Services,47187.47,11,0,0.00
790,Travel,23177.96,3,0,0.00
791,Travel,12755.68,6,0,0.00
792,SaaS,97558.22,4,0,0.00
793,SaaS,96348.35,25,0,0.00
794,Retail,82953.02,25,0,0.00
795,Services,6607.99,10,0,0.00
796,Retail,12182.81,16,0,0.00
797,SaaS,87611.41,23,1,4380.57
798,Travel,44165.96,3,0,0.00
799,Services,27519.16,9,0,0.00
800,Travel,66327.52,18,0,0.00
801,Travel,40658.63,1,1,2032.93
802,Retail,13841.39,16,0,0.00
803,Retail,14034.04,29,0,0.00
804,Services,88407.71,4,0,0.00
805,SaaS,70631.36,10,0,0.00
806,Services,80446.62,1,0,0.00
807,Retail,68642.45,26,0,0.00
808,SaaS,30739,10,0,0.00
809,Travel,75678.39,26,1,3783.92
810,SaaS,16468.21,21,0,0.00
811,Travel,52248.91,18,0,0.00
812,SaaS,95691.53,26,0,0.00
813,Travel,65746.83,25,1,3287.34
814,Retail,96191.72,14,0,0.00
815,Services,38609.34,26,0,0.00
816,Travel,65670.95,18,0,0.00
817,SaaS,90327.64,16,0,0.00
818,Services,75451.24,27,0,0.00
819,Services,41407.99,29,0,0.00
820,SaaS,57538.06,18,0,0.00
821,SaaS,34843.09,29,0,0.00
822,Travel,80301.05,28,1,4015.05
823,Services,94511.52,24,0,0.00
824,Travel,78541.02,24,1,3927.05
825,Services,49472.77,7,1,2473.64
826,Travel,15602.49,29,1,780.12
827,SaaS,31448.69,29,0,0.00
828,Travel,46777.4,20,0,0.00
829,Services,27309.5,9,1,1365.48
830,Travel,77934.15,30,1,3896.71
831,Services,37385.8,6,0,0.00
832,Travel,91446.39,19,0,0.00
833,Retail,11998.25,14,0,0.00
834,Travel,80403.38,30,0,0.00
835,Retail,65297.47,23,0,0.00
836,Retail,33799.83,3,0,0.00
837,Services,89395.2,5,0,0.00
838,Retail,52253.53,11,0,0.00
839,Travel,65878.99,28,1,3293.95
840,Travel,8287.36,5,0,0.00
841,Retail,24265.95,16,0,0.00
842,SaaS,27641.7,1,0,0.00
843,SaaS,60118,9,0,0.00
844,Retail,81580.61,5,0,0.00
845,Services,93243.26,20,0,0.00
846,Services,51122.59,8,0,0.00
847,Services,81380.73,28,0,0.00
848,SaaS,32652.7,6,0,0.00
849,Services,12344.03,11,1,617.20
850,SaaS,43731.91,15,0,0.00
851,Services,54186.82,22,0,0.00
852,Services,10337.14,4,0,0.00
853,Services,26571.86,30,0,0.00
854,Travel,34017.34,27,0,0.00
855,Services,88482.87,21,0,0.00
856,SaaS,48154.62,13,0,0.00
857,Services,68748.05,15,1,3437.40
858,Retail,68208.34,10,0,0.00
859,Services,48645.1,9,0,0.00
860,Travel,66836.84,6,0,0.00
861,Travel,6951.62,26,1,347.58
862,Retail,11064.44,1,0,0.00
863,SaaS,12078.85,6,0,0.00
864,SaaS,14599.57,9,0,0.00
865,Services,93395.39,10,1,4669.77
866,SaaS,16439.5,13,0,0.00
867,SaaS,74150.51,7,0,0.00
868,Services,85878.12,3,0,0.00
869,Travel,30642.36,9,0,0.00
870,Retail,48960.42,13,0,0.00
871,Travel,38442.02,16,0,0.00
872,Services,85875.41,1,0,0.00
873,Travel,25450.08,23,0,0.00
874,SaaS,74045.09,9,0,0.00
875,Travel,70201.3,24,1,3510.07
876,SaaS,64915.62,26,0,0.00
877,SaaS,21183.27,22,0,0.00
878,SaaS,89129.97,22,0,0.00
879,Retail,95399.75,15,0,0.00
880,Services,5607.76,22,0,0.00
881,Services,47580.35,30,1,2379.02
882,Services,80851.53,6,0,0.00
883,Travel,33185.59,7,0,0.00
884,SaaS,48553.41,2,0,0.00
885,Retail,58695.54,30,0,0.00
886,Retail,13964.49,21,0,0.00
887,SaaS,80603.37,11,0,0.00
888,Retail,42624.67,18,0,0.00
889,SaaS,93970.39,26,0,0.00
890,Services,17911.17,21,0,0.00
891,Travel,61034.23,20,0,0.00
892,Services,85913.31,1,0,0.00
893,Travel,92253.32,21,1,4612.67
894,SaaS,56199.73,30,0,0.00
895,Travel,44024.32,26,1,2201.22
896,Services,21886.73,11,0,0.00
897,Services,33913.94,19,0,0.00
898,Services,56928.54,22,1,2846.43
899,Travel,30266.18,20,0,0.00
900,Retail,45413.77,25,0,0.00
901,Retail,81300.15,20,0,0.00
902,SaaS,98077.49,3,0,0.00
903,Travel,74297.51,14,0,0.00
904,Services,61736.04,19,0,0.00
905,SaaS,83248.54,18,0,0.00
906,Services,87598.69,3,0,0.00
907,Travel,71010.9,21,1,3550.55
908,Services,76012.71,9,0,0.00
909,Retail,56830.97,27,0,0.00
910,Travel,44203.78,26,1,2210.19
911,Retail,99086.96,29,0,0.00
912,Travel,37578.73,2,0,0.00
913,SaaS,91368.46,25,0,0.00
914,SaaS,34487.09,6,0,0.00
915,SaaS,11703.6,16,0,0.00
916,Services,55598.81,26,0,0.00
917,SaaS,41150.86,21,0,0.00
918,SaaS,40804.88,7,0,0.00
919,Travel,24135.48,17,0,0.00
920,Retail,52265.81,23,0,0.00
921,Services,82542.49,18,0,0.00
922,SaaS,67480.46,21,0,0.00
923,SaaS,55788.29,24,0,0.00
924,SaaS,6509.97,7,0,0.00
925,SaaS,89628.62,29,0,0.00
926,Services,19127.2,4,0,0.00
927,Travel,48509.56,15,0,0.00
928,Travel,30704.68,22,1,1535.23
929,Retail,99462.61,28,0,0.00
930,Retail,59975.45,15,0,0.00
931,Travel,65164.23,27,1,3258.21
932,SaaS,68334.37,26,0,0.00
933,Retail,54819.95,24,0,0.00
934,Retail,36960.28,14,0,0.00
935,Travel,12750.6,16,0,0.00
936,Travel,62885.36,20,0,0.00
937,Retail,92140.81,16,0,0.00
938,Services,72290.68,14,0,0.00
939,Travel,30283.38,1,0,0.00
940,Travel,51329.44,15,0,0.00
941,Travel,87974.55,9,0,0.00
942,SaaS,33663.39,9,0,0.00
943,Travel,54968.03,2,0,0.00
944,SaaS,59747.22,29,0,0.00
945,Services,18343.43,9,0,0.00
946,Retail,99732.39,6,0,0.00
947,Retail,85783.92,6,0,0.00
948,Retail,62715,10,0,0.00
949,Retail,79802.13,18,0,0.00
950,Services,18441.79,27,0,0.00
951,Retail,94687.29,3,1,4734.36
952,Travel,20011.61,5,0,0.00
953,Retail,15212.56,15,0,0.00
954,Retail,99680.23,7,0,0.00
955,Retail,81601.85,1,0,0.00
956,SaaS,89463.6,6,0,0.00
957,SaaS,87233.81,9,0,0.00
958,SaaS,37834.28,21,0,0.00
959,Travel,29488.43,29,0,0.00
960,Travel,7886.78,11,0,0.00
961,SaaS,29983.73,28,0,0.00
962,SaaS,56422.57,1,0,0.00
963,Services,7146.73,14,0,0.00
964,Retail,44810.19,15,0,0.00
965,Travel,83614.62,18,0,0.00
966,Services,20730.48,15,0,0.00
967,SaaS,32924.1,19,0,0.00
968,SaaS,21930.88,18,0,0.00
969,Retail,41575.36,17,0,0.00
970,Services,95804.45,18,0,0.00
971,Travel,70665.71,13,0,0.00
972,Services,69348.17,18,0,0.00
973,Travel,66666.53,10,0,0.00
974,Retail,54426.5,30,0,0.00
975,Services,63890.65,10,0,0.00
976,Travel,13670.18,26,1,683.51
977,Services,21639.66,20,0,0.00
978,Retail,42945.51,21,0,0.00
979,Services,76959.89,22,0,0.00
980,Travel,31245.02,22,1,1562.25
981,SaaS,48264.57,21,0,0.00
982,Services,92082.44,21,0,0.00
983,SaaS,94360.09,28,0,0.00
984,Services,52687.65,2,0,0.00
985,Services,31802.49,1,0,0.00
986,SaaS,28400.18,21,0,0.00
987,SaaS,21810.2,3,0,0.00
988,Travel,56588.64,12,0,0.00
989,Services,58748.3,6,0,0.00
990,Travel,35013.8,3,0,0.00
991,Retail,32748.66,25,0,0.00
992,Retail,30311.91,6,0,0.00
993,SaaS,22786.25,7,0,0.00
994,Travel,27300.34,2,1,1365.02
995,Retail,70379.13,25,0,0.00
996,Services,10197.63,26,0,0.00
997,Services,60977.66,27,0,0.00
998,SaaS,47798.82,17,0,0.00
999,Travel,93202.77,3,0,0.00
1000,Services,91116.51,4,0,0.00
